,coefs,wcomp,n_components,method,dataset
25,0.874625935482691,1,6,DCA,lorenz
26,0.28073533060894335,1,6,DCA,lorenz
27,0.718623512554013,3,6,DCA,lorenz
28,0.2436497984104011,2,6,DCA,lorenz
29,0.3263261334450245,4,6,DCA,lorenz
30,0.4957154564620964,6,6,DCA,lorenz
31,0.6995133692472376,4,6,DCA,lorenz
32,0.4249359807920981,3,6,DCA,lorenz
33,0.3982529604912009,4,6,DCA,lorenz
34,0.6523808548322925,5,6,DCA,lorenz
35,0.26692783155782407,2,6,DCA,lorenz
36,0.3545600674588187,1,6,DCA,lorenz
37,0.5575657637991501,6,6,DCA,lorenz
38,0.38825325124830573,6,6,DCA,lorenz
39,0.5413166700330226,6,6,DCA,lorenz
40,0.6648528654164525,6,6,DCA,lorenz
41,0.6835292595970558,2,6,DCA,lorenz
42,0.630066371126691,5,6,DCA,lorenz
43,0.5335091566441668,3,6,DCA,lorenz
44,0.24308084518547346,4,6,DCA,lorenz
45,0.5215112197547519,3,6,DCA,lorenz
46,0.8556632329365438,6,6,DCA,lorenz
47,0.15636178075127383,5,6,DCA,lorenz
48,0.7406816885225088,5,6,DCA,lorenz
49,0.7516275471201523,2,6,DCA,lorenz
